st_abb,st_code,ym,tmin,tmax,tavg,ppt
UT,49,198112,-6.532,5.866,-0.333,30.457
VA,51,198112,-3.991,5.802,0.906,86.403
VT,50,198112,-9.442,-1.148,-5.295,97.558
WA,53,198112,-3.711,2.806,-0.453,212.592
WI,55,198112,-12.168,-2.552,-7.36,24.982
WV,54,198112,-5.805,3.289,-1.258,72.955
WY,56,198112,-10.699,1.679,-4.51,35.156
AL,1,198201,-0.497,12.118,5.81,165.443
AR,5,198201,-4.832,7.732,1.45,148.557
AZ,4,198201,-1.908,11.46,4.776,43.02
CA,6,198201,-1.126,9.952,4.413,118.806
CO,8,198201,-12.547,2.181,-5.183,38.549
CT,9,198201,-13.881,-2.79,-8.336,133.228
DE,10,198201,-7.941,1.692,-3.125,102.074
FL,12,198201,6.956,20.972,13.964,70.082
GA,13,198201,-0.586,12.429,5.921,130.463
IA,19,198201,-19.504,-7.913,-13.708,45.51
ID,16,198201,-11.883,-2.328,-7.105,98.245
IL,17,198201,-14.147,-3.916,-9.031,105.474
IN,18,198201,-13.327,-2.013,-7.67,132.447
KS,20,198201,-11.744,2.671,-4.536,21.423
KY,21,198201,-8.078,3.704,-2.187,141.614
LA,22,198201,2.782,15.887,9.335,91.782
MA,25,198201,-14.656,-3.413,-9.034,112.039
MD,24,198201,-8.703,1.079,-3.812,90.322
ME,23,198201,-21.518,-8.661,-15.09,93.428
MI,26,198201,-16.747,-5.955,-11.351,70.234
MN,27,198201,-27.222,-13.994,-20.608,35.672
MO,29,198201,-11.744,0.241,-5.751,112.427
MS,28,198201,0.054,12.613,6.333,140.641
MT,30,198201,-19.417,-6.884,-13.151,48.76
NC,37,198201,-4.469,6.875,1.203,147.211
ND,38,198201,-27.721,-15.596,-21.659,23.144
NE,31,198201,-16.424,-2.556,-9.49,14.625
NH,33,198201,-19.659,-6.994,-13.327,93.794
NJ,34,198201,-10.691,-0.303,-5.497,112.458
NM,35,198201,-6.357,8.925,1.284,22.739
NV,32,198201,-8.664,3.728,-2.468,31.254
NY,36,198201,-16.727,-5.384,-11.055,77.27
OH,39,198201,-12.433,-1.133,-6.783,99.644
OK,40,198201,-6.426,8.339,0.956,63.13
OR,41,198201,-6.149,2.373,-1.888,144.313
PA,42,198201,-12.91,-2.755,-7.833,86.776
RI,44,198201,-12.695,-1.884,-7.289,138.363
SC,45,198201,-1.997,10.331,4.167,150.028
SD,46,198201,-21.436,-8.464,-14.95,17.481
TN,47,198201,-5.977,5.931,-0.023,180.579
TX,48,198201,-0.545,15.519,7.487,24.052
UT,49,198201,-10.304,2.129,-4.087,44.11
VA,51,198201,-7.675,3.179,-2.248,104.279
VT,50,198201,-21.026,-7.914,-14.47,74.519
WA,53,198201,-5.679,0.992,-2.344,207.279
WI,55,198201,-22.317,-9.818,-16.068,47.051
WV,54,198201,-10.062,1.812,-4.125,91.54
WY,56,198201,-15.606,-2.727,-9.167,33.337
AL,1,198202,2.761,15.172,8.966,194.92
AR,5,198202,-1.619,9.129,3.755,70.135
AZ,4,198202,0.397,13.923,7.16,34.202
CA,6,198202,1.799,13.952,7.876,80.426
CO,8,198202,-11.217,3.641,-3.788,20.94
CT,9,198202,-7.07,2.712,-2.179,93.545
DE,10,198202,-2.197,6.407,2.105,82.167
FL,12,198202,11.936,24.44,18.188,87.979
GA,13,198202,4.215,17.031,10.623,148.759
IA,19,198202,-12.433,-2.184,-7.309,9.557
ID,16,198202,-10.675,-0.363,-5.519,89.398
IL,17,198202,-9.703,0.292,-4.706,31.715
IN,18,198202,-8.983,1.049,-3.967,50.351
KS,20,198202,-8.987,4.074,-2.457,20.146
KY,21,198202,-3.683,7.216,1.766,84.403
LA,22,198202,3.937,15.043,9.49,138.393
MA,25,198202,-8.456,1.605,-3.425,89.647
MD,24,198202,-3.097,6.192,1.547,90.419
ME,23,198202,-16.138,-3.669,-9.903,70.173
MI,26,198202,-13.802,-2.935,-8.369,20.304
MN,27,198202,-18.44,-6.454,-12.447,7.28
MO,29,198202,-7.722,4.131,-1.795,28.248
MS,28,198202,1.89,13.544,7.717,145.175
MT,30,198202,-13.754,-1.525,-7.64,38.532
NC,37,198202,1.06,12.757,6.908,149.552
ND,38,198202,-18.707,-7.296,-13.001,9.045
NE,31,198202,-11.207,3.074,-4.066,5.614
NH,33,198202,-13.615,-1.159,-7.387,79.768
NJ,34,198202,-4.151,4.903,0.376,69.853
NM,35,198202,-5.096,9.974,2.439,21.266
NV,32,198202,-5.791,7.468,0.838,15.531
NY,36,198202,-11.089,-0.685,-5.887,70.068
OH,39,198202,-7.744,1.648,-3.048,55.66
OK,40,198202,-3.803,8.336,2.267,30.385
OR,41,198202,-4.994,4.847,-0.074,130.202
PA,42,198202,-7.957,1.703,-3.127,70.042
RI,44,198202,-5.669,3.116,-1.276,85.024
SC,45,198202,3.384,15.82,9.602,133.797
SD,46,198202,-13.813,-1.256,-7.535,4.925
TN,47,198202,-1.72,9.406,3.843,121.567
TX,48,198202,0.831,14.415,7.623,41.997
UT,49,198202,-8.363,4.2,-2.081,20.447
VA,51,198202,-2.284,8.792,3.254,120.843
VT,50,198202,-14.491,-2.053,-8.272,80.614
WA,53,198202,-4.009,4.137,0.064,196.032
WI,55,198202,-16.606,-3.754,-10.18,6.007
WV,54,198202,-5.132,5.908,0.388,96.727
WY,56,198202,-13.378,0.504,-6.437,17.925
AL,1,198203,8.212,20.728,14.47,71.992
AR,5,198203,6.202,18.522,12.362,50.94
AZ,4,198203,2.433,16.202,9.318,48.627
CA,6,198203,2.295,13.469,7.882,144.135
CO,8,198203,-6.044,8.767,1.361,41.351
CT,9,198203,-4.588,7.317,1.364,62.217
DE,10,198203,0.758,10.61,5.684,70.006
FL,12,198203,13.525,25.677,19.601,135.124
GA,13,198203,7.933,21.034,14.484,66.84
IA,19,198203,-4.804,5.25,0.223,66.379
ID,16,198203,-5.053,5.571,0.259,85.172
IL,17,198203,-1.541,8.997,3.728,90.714
IN,18,198203,-1.629,9.58,3.975,113.213
KS,20,198203,-1.575,13.146,5.786,43.475
KY,21,198203,1.865,15.183,8.524,102.938
LA,22,198203,10.898,21.575,16.236,76.808
MA,25,198203,-5.345,6.219,0.437,66.681
MD,24,198203,0.125,10.603,5.364,74.588
ME,23,198203,-10.382,1.986,-4.198,67.083
MI,26,198203,-7.88,2.41,-2.735,60.788
MN,27,198203,-9.738,0.43,-4.654,34.808
MO,29,198203,0.049,13.709,6.879,70.077
MS,28,198203,8.783,20.607,14.695,84.903
MT,30,198203,-7.502,3.203,-2.15,49.67
NC,37,198203,3.881,16.553,10.217,64.929
ND,38,198203,-10.645,-0.933,-5.789,34.827
NE,31,198203,-4.661,8.489,1.914,34.526
NH,33,198203,-9.222,3.341,-2.941,72.976
NJ,34,198203,-1.753,9.37,3.809,55.688
NM,35,198203,-1.107,15.071,6.982,17.538
NV,32,198203,-3.246,8.975,2.865,47.118
NY,36,198203,-7.141,4.144,-1.499,66.186
OH,39,198203,-2.263,8.741,3.239,105.508
OK,40,198203,3.68,17.51,10.595,42.344
OR,41,198203,-2.401,8.276,2.937,92.808
PA,42,198203,-4.63,6.808,1.089,66.698
RI,44,198203,-3.099,7.743,2.322,75.812
SC,45,198203,6.543,19.745,13.144,42.638
SD,46,198203,-6.622,4.295,-1.163,41.438
TN,47,198203,4.256,16.855,10.555,91.615
TX,48,198203,7.806,21.598,14.702,26.585
UT,49,198203,-3.345,8.931,2.793,58.382
VA,51,198203,0.769,13.262,7.016,80.447
VT,50,198203,-9.715,2.844,-3.435,71.997
WA,53,198203,-1.757,8.482,3.362,105.312
WI,55,198203,-8.033,2.15,-2.942,49.081
WV,54,198203,-0.944,12.045,5.551,127.413
WY,56,198203,-7.361,5.432,-0.965,37.867
AL,1,198204,9.595,22.167,15.881,189.971
AR,5,198204,7.427,20.359,13.893,134.924
AZ,4,198204,5.152,21.981,13.566,5.955
CA,6,198204,4.105,17.693,10.899,106.17
CO,8,198204,-3.61,13.019,4.704,23.029
CT,9,198204,0.491,13.128,6.81,137.458
DE,10,198204,4.406,16.307,10.357,125.613
FL,12,198204,15.789,27.261,21.525,124.386
GA,13,198204,10.001,22.536,16.269,158.594
IA,19,198204,0.103,13.069,6.586,60.283
ID,16,198204,-4.49,8.766,2.138,79.255
IL,17,198204,2.073,14.249,8.161,78.545
IN,18,198204,1.631,14.114,7.872,62.422
KS,20,198204,3.032,18.287,10.659,32.498
KY,21,198204,3.775,17.554,10.665,83.344
LA,22,198204,12.677,23.774,18.226,147.68
MA,25,198204,-0.131,11.926,5.898,114.263
MD,24,198204,3.768,16.701,10.235,109.177
ME,23,198204,-3.214,7.775,2.28,95.443
MI,26,198204,-2.61,9.703,3.546,55.266
MN,27,198204,-2.999,9.828,3.414,39.256
MO,29,198204,3.641,17.391,10.516,65.007
MS,28,198204,10.097,22.477,16.287,176.442
MT,30,198204,-4.409,8.723,2.157,41.964
NC,37,198204,6.726,19.896,13.311,95.892
ND,38,198204,-3.233,9.618,3.193,12.29
NE,31,198204,-0.482,15.066,7.292,41.616
NH,33,198204,-2.627,9.804,3.589,96.809
NJ,34,198204,2.583,15.096,8.839,150.497
NM,35,198204,2.21,19.703,10.957,5.183
NV,32,198204,-1.724,13.638,5.957,18.825
NY,36,198204,-1.383,10.823,4.72,72.295
OH,39,198204,0.673,14.133,7.403,43.445
OK,40,198204,6.779,20.806,13.792,40.789
OR,41,198204,-2.212,10.995,4.391,90.973
PA,42,198204,-0.291,13.334,6.522,76.743
RI,44,198204,1.497,12.928,7.212,119.551
SC,45,198204,9.138,21.877,15.507,134.978
SD,46,198204,-1.336,12.564,5.614,25.201
TN,47,198204,5.526,18.457,11.992,130.205
TX,48,198204,10.743,24.483,17.613,46.475
UT,49,198204,-1.88,13.31,5.716,17.724
VA,51,198204,3.846,18.194,11.02,70.668
VT,50,198204,-2.634,9.195,3.281,91.463
WA,53,198204,-0.917,11.065,5.074,102.415
WI,55,198204,-2.245,10.24,3.997,79.387
WV,54,198204,0.669,16.029,8.349,56.044
WY,56,198204,-5.511,8.994,1.742,35.542
AL,1,198205,14.93,29.142,22.036,71.043
AR,5,198205,15.476,27.918,21.697,112.262
AZ,4,198205,9.311,26.349,17.83,21.968
CA,6,198205,8.318,24.241,16.279,5.289
CO,8,198205,2.617,17.408,10.013,68.805
CT,9,198205,8.147,21.931,15.039,70.312
DE,10,198205,12.552,23.957,18.254,68.253
FL,12,198205,17.23,29.69,23.46,122.343
GA,13,198205,14.976,29.367,22.171,71.993
IA,19,198205,11.549,22.198,16.873,178.291
ID,16,198205,0.561,15.401,7.981,41.41
IL,17,198205,13.292,26.009,19.65,111.041
IN,18,198205,12.704,26.014,19.359,114.3
KS,20,198205,11.546,23.522,17.534,165.372
KY,21,198205,13.286,27.734,20.51,106.947
LA,22,198205,17.695,29.303,23.499,74.501
MA,25,198205,7.378,20.636,14.007,66.791
MD,24,198205,12.21,24.742,18.476,71.158
ME,23,198205,4.335,18.145,11.24,29.357
MI,26,198205,8.939,22.042,15.491,60.808
MN,27,198205,8.037,20.192,14.114,108.73
MO,29,198205,13.345,25.702,19.524,152.273
MS,28,198205,16.118,29.364,22.741,60.603
MT,30,198205,1.94,15.015,8.478,86.902
NC,37,198205,13.66,27.591,20.625,91.203
ND,38,198205,6.147,17.921,12.034,83.34
NE,31,198205,8.234,20.929,14.582,160.692
NH,33,198205,5.376,19.951,12.663,51.385
NJ,34,198205,10.587,22.93,16.758,78.247
NM,35,198205,6.248,23.558,14.903,29.809
NV,32,198205,3.658,20.402,12.03,17.963
NY,36,198205,7.511,20.829,14.17,71.804
OH,39,198205,11.723,25.628,18.676,101.509
OK,40,198205,14.208,25.576,19.892,262.645
OR,41,198205,1.861,17.392,9.627,20.778
PA,42,198205,8.944,22.973,15.958,98.167
RI,44,198205,8.419,20.285,14.352,56.544
SC,45,198205,15.204,29.251,22.228,67.446
SD,46,198205,7.69,19.547,13.618,159.545
TN,47,198205,13.471,27.606,20.538,95.764
TX,48,198205,15.751,28.104,21.928,135.43
UT,49,198205,3.983,19.296,11.639,27.466
VA,51,198205,12.04,26.386,19.213,86.748
VT,50,198205,5.714,19.905,12.809,45.938
WA,53,198205,3.643,16.936,10.29,28.591
WI,55,198205,9.321,21.501,15.411,105.208
WV,54,198205,10.225,25.592,17.908,99.747
WY,56,198205,0.59,15.093,7.841,61.209
AL,1,198206,18.267,31.137,24.702,124.593
AR,5,198206,17.313,29.089,23.201,154.157
AZ,4,198206,12.803,32.061,22.432,1.019
CA,6,198206,11.103,26.416,18.759,17.704
CO,8,198206,6.483,22.167,14.325,49.247
CT,9,198206,11.751,22.399,17.075,317.014
DE,10,198206,16.016,25.742,20.879,117.275
FL,12,198206,21.855,32.079,26.967,258.904
GA,13,198206,19.023,31.46,25.241,125.33
IA,19,198206,11.792,24.104,17.948,80.669
ID,16,198206,6.092,21.267,13.679,45.222
IL,17,198206,13.25,25.43,19.34,95.564
IN,18,198206,13.15,25.079,19.114,106.973
KS,20,198206,13.703,25.875,19.789,120.764
KY,21,198206,14.296,27.006,20.651,109.681
LA,22,198206,20.85,32.442,26.646,135.454
MA,25,198206,11.107,21.145,16.126,260.394
MD,24,198206,15.5,25.668,20.584,138.883
ME,23,198206,8.609,20.253,14.431,123.018
MI,26,198206,8.228,21.392,14.81,80.944
MN,27,198206,8.384,21.334,14.859,58.539
MO,29,198206,14.404,25.954,20.179,127.268
MS,28,198206,19.092,31.386,25.239,113.226
MT,30,198206,6.981,21.015,13.998,72.133
NC,37,198206,17.361,28.148,22.754,158.932
ND,38,198206,8.447,21.901,15.174,82.075
NE,31,198206,10.841,23.905,17.373,86.242
NH,33,198206,9.292,20.256,14.774,180.148
NJ,34,198206,13.915,24.325,19.12,134.417
NM,35,198206,10.56,29.326,19.943,16.03
NV,32,198206,7.73,24.785,16.257,21.499
NY,36,198206,10.684,21.39,16.037,151.596
OH,39,198206,12.601,24.521,18.561,105.29
OK,40,198206,16.665,28.08,22.373,124.034
OR,41,198206,7.391,22.016,14.704,52.679
PA,42,198206,11.523,22.791,17.157,158.179
RI,44,198206,12.054,21.317,16.686,295.236
SC,45,198206,19.31,30.407,24.858,167.353
SD,46,198206,9.82,22.991,16.406,61.794
TN,47,198206,15.482,28.248,21.865,75.31
TX,48,198206,19.074,32.197,25.635,89.449
UT,49,198206,8.457,25.255,16.856,11.66
VA,51,198206,15.301,26.42,20.861,140.114
VT,50,198206,9.557,20.46,15.009,169.347
WA,53,198206,9.296,22.884,16.09,38.7
WI,55,198206,8.173,21.723,14.948,67.107
WV,54,198206,12.385,24.749,18.567,140.864
WY,56,198206,4.88,20.097,12.489,57.774
AL,1,198207,20.528,32.291,26.409,148.282
AR,5,198207,21.093,33.181,27.137,65.688
AZ,4,198207,17.771,33.858,25.815,36.201
CA,6,198207,14.234,30.637,22.436,7.601
CO,8,198207,10.85,27.444,19.147,58.223
CT,9,198207,15.118,28.377,21.747,68.437
DE,10,198207,19.361,29.86,24.611,90.312
FL,12,198207,22.393,32.608,27.5,214.717
GA,13,198207,20.798,31.998,26.398,155.616
IA,19,198207,17.309,29.223,23.266,157.835
ID,16,198207,9.001,24.744,16.873,48.539
IL,17,198207,18.62,29.65,24.135,144.817
IN,18,198207,17.934,29.466,23.7,88.992
KS,20,198207,19.162,32.977,26.069,85.057
KY,21,198207,18.914,30.817,24.866,103.445
LA,22,198207,22.276,33.587,27.931,109.421
MA,25,198207,14.645,27.547,21.096,92.681
MD,24,198207,18.843,29.742,24.292,98.22
ME,23,198207,12.022,25.314,18.668,65.243
MI,26,198207,13.953,26.91,20.431,106.422
MN,27,198207,14.674,27.106,20.89,107.221
MO,29,198207,19.458,31.625,25.542,82.662
MS,28,198207,21.371,33.112,27.242,127.677
MT,30,198207,9.901,25.618,17.76,44.059
NC,37,198207,19.781,30.408,25.095,125.132
ND,38,198207,13.466,27.642,20.554,69.077
NE,31,198207,16.352,31.053,23.703,68.689
NH,33,198207,12.143,26.092,19.118,70.865
NJ,34,198207,17.277,29.51,23.394,86.093
NM,35,198207,14.574,31.202,22.888,61.076
NV,32,198207,11.953,29.03,20.492,23.26
NY,36,198207,13.345,26.705,20.025,64.081
OH,39,198207,16.553,29.031,22.792,65.949
OK,40,198207,21.245,33.626,27.435,71.377
OR,41,198207,8.989,25.222,17.105,30.596
PA,42,198207,14.457,27.635,21.046,77.519
RI,44,198207,16.182,27.719,21.95,68.976
SC,45,198207,21.215,31.863,26.539,134.134
SD,46,198207,15.391,30.095,22.743,75.285
TN,47,198207,19.521,31.369,25.445,126.057
TX,48,198207,21.486,34.918,28.202,39.871
UT,49,198207,12.694,29.091,20.893,32.58
VA,51,198207,17.998,29.775,23.887,117.734
VT,50,198207,11.716,25.852,18.784,58.848
WA,53,198207,9.96,23.6,16.78,44.952
WI,55,198207,14.911,27.244,21.078,134.044
WV,54,198207,15.804,28.2,22.002,128.668
WY,56,198207,9.483,26.211,17.847,52.012
AL,1,198208,20.287,31.644,25.965,92.972
AR,5,198208,20.557,32.192,26.374,82.052
AZ,4,198208,18.595,32.765,25.68,71.704
CA,6,198208,14.724,31.424,23.074,10.323
CO,8,198208,11.601,26.859,19.23,59.253
CT,9,198208,13.375,25.416,19.396,80.469
DE,10,198208,17.136,27.823,22.479,69.289
FL,12,198208,22.418,32.494,27.456,152.215
GA,13,198208,20.104,31.418,25.761,92.448
IA,19,198208,15.605,26.9,21.253,109.14
ID,16,198208,9.615,27.47,18.543,19.514
IL,17,198208,15.597,27.724,21.661,77.874
IN,18,198208,14.698,27.44,21.069,81.623
KS,20,198208,18.533,32.108,25.32,63.801
KY,21,198208,16.16,28.786,22.473,130.713
LA,22,198208,22.311,33.404,27.858,127.186
MA,25,198208,12.748,24.479,18.614,63.604
MD,24,198208,16.143,27.496,21.82,55.58
ME,23,198208,9.85,21.851,15.851,110.836
MI,26,198208,10.924,24.164,17.544,69.224
MN,27,198208,12.024,25.324,18.674,69.466
MO,29,198208,17.619,29.339,23.479,196.102
MS,28,198208,21.192,32.123,26.657,128.687
MT,30,198208,9.907,27.334,18.621,26.988
NC,37,198208,17.964,29.332,23.648,93.849
ND,38,198208,11.469,26.73,19.099,43.384
NE,31,198208,15.767,29.187,22.477,85.806
NH,33,198208,10.188,22.911,16.55,89.162
NJ,34,198208,15.099,27.085,21.092,74.72
NM,35,198208,14.853,29.893,22.373,67.065
NV,32,198208,12.654,30.346,21.5,24.455
NY,36,198208,11.072,23.504,17.287,74.651
OH,39,198208,13.128,26.608,19.868,69.69
OK,40,198208,21.278,35.039,28.159,26.778
OR,41,198208,9.248,26.83,18.039,15.49
PA,42,198208,11.52,24.837,18.179,71.87
RI,44,198208,14.644,24.744,19.694,74.151
SC,45,198208,19.79,30.988,25.389,87.349
SD,46,198208,14.312,29.348,21.83,50.19
TN,47,198208,17.356,29.49,23.423,130.934
TX,48,198208,21.414,35.573,28.494,26.642
UT,49,198208,13.653,29.505,21.579,40.493
VA,51,198208,15.771,27.966,21.869,111.4
VT,50,198208,9.738,22.55,16.144,100.16
WA,53,198208,10.302,24.736,17.519,29.235
WI,55,198208,12.007,24.712,18.359,85.071
WV,54,198208,13.161,25.889,19.525,91.82
WY,56,198208,10.257,27.754,19.006,27.986
AL,1,198209,15.699,29.176,22.438,47.276
AR,5,198209,14.562,28.722,21.642,29.915
AZ,4,198209,14.629,29.77,22.199,38.372
CA,6,198209,11.912,26.757,19.334,36.68
CO,8,198209,6.722,21.39,14.056,63.533
CT,9,198209,10.735,22.554,16.645,66.887
DE,10,198209,14.106,25.31,19.708,60.327
FL,12,198209,20.749,30.879,25.814,170.241
GA,13,198209,16.291,28.868,22.579,74.57
IA,19,198209,10.921,22.376,16.648,85.729
ID,16,198209,4.53,19.498,12.014,61.182
IL,17,198209,11.983,24.241,18.112,70.437
IN,18,198209,11.657,24.028,17.843,65.031
KS,20,198209,12.852,27.616,20.234,39.507
KY,21,198209,12.924,24.977,18.95,113.02
LA,22,198209,17.721,30.618,24.17,94.754
MA,25,198209,10.373,21.718,16.046,77.859
MD,24,198209,13.469,24.998,19.234,69.415
ME,23,198209,7.896,19.085,13.491,85.103
MI,26,198209,8.95,19.747,14.348,87.623
MN,27,198209,7.533,19.544,13.539,85.407
MO,29,198209,13.031,25.431,19.231,70.297
MS,28,198209,15.895,29.286,22.59,49.878
MT,30,198209,3.953,19.709,11.831,54.249
NC,37,198209,14.345,26.325,20.335,81.455
ND,38,198209,5.351,21.494,13.422,33.73
NE,31,198209,9.386,24.018,16.702,44.931
NH,33,198209,8.444,20.198,14.321,69.526
NJ,34,198209,12.511,24.168,18.339,63.82
NM,35,198209,11.184,26.595,18.889,48.934
NV,32,198209,7.536,22.778,15.157,65.005
NY,36,198209,9.161,21.119,15.14,80.322
OH,39,198209,10.986,23.241,17.114,59.043
OK,40,198209,15.57,30.437,23.003,31.036
OR,41,198209,5.449,20.556,13.002,62.709
PA,42,198209,10.186,22.012,16.099,74.498
RI,44,198209,12.021,22.327,17.174,87.94
SC,45,198209,16.181,27.903,22.042,82.479
SD,46,198209,8.168,22.975,15.572,47.798
TN,47,198209,13.582,26.052,19.817,86.788
TX,48,198209,17.403,32.648,25.025,27.403
UT,49,198209,8.518,22.645,15.581,99.861
VA,51,198209,12.611,25.221,18.916,67.128
VT,50,198209,8.108,20.226,14.167,72.183
WA,53,198209,7.446,20.335,13.89,64.666
WI,55,198209,8.311,19.168,13.74,89.578
WV,54,198209,10.81,23.025,16.917,70.203
WY,56,198209,4.137,19.038,11.588,80.281
AL,1,198210,10.769,24.957,17.863,67.05
AR,5,198210,8.487,23.518,16.003,101.851
AZ,4,198210,5.882,23.676,14.779,4.164
CA,6,198210,7.054,21.702,14.378,69.445
CO,8,198210,-1.493,14.185,6.346,28.994
CT,9,198210,3.684,16.765,10.225,59.643
DE,10,198210,8.38,19.371,13.875,58.225
FL,12,198210,16.984,27.841,22.413,76.297
GA,13,198210,11.48,24.888,18.184,67.076
IA,19,198210,4.798,17.582,11.19,84.168
ID,16,198210,-0.786,11.461,5.337,67.796
IL,17,198210,5.691,19.746,12.718,66.183
IN,18,198210,5.753,19.697,12.725,39.217
KS,20,198210,4.905,21.319,13.112,39.008
KY,21,198210,7.408,21.201,14.305,35.655
LA,22,198210,12.835,25.774,19.304,111.589
MA,25,198210,3.303,16.058,9.68,76.54
MD,24,198210,7.776,19.041,13.408,53.597
ME,23,198210,0.844,13.525,7.185,35.845
MI,26,198210,4.14,15.79,9.965,56.638
MN,27,198210,2.645,12.972,7.809,107.908
MO,29,198210,6.053,20.984,13.518,66.941
MS,28,198210,10.599,24.679,17.639,104.747
MT,30,198210,-0.655,12.338,5.841,36.756
NC,37,198210,8.844,21.195,15.019,102.607
ND,38,198210,0.872,11.964,6.418,117.608
NE,31,198210,2.45,17.242,9.846,70.227
NH,33,198210,0.71,14.394,7.552,50.945
NJ,34,198210,6.272,18.702,12.487,44.829
NM,35,198210,2.252,20.196,11.224,21.662
NV,32,198210,0.872,15.503,8.187,33.49
NY,36,198210,3.046,15.678,9.362,41.182
OH,39,198210,5.878,19.222,12.55,19.741
OK,40,198210,8.243,24.176,16.209,34.124
OR,41,198210,1.769,14.513,8.141,96.972
PA,42,198210,4.224,16.977,10.6,30.888
RI,44,198210,5.24,16.686,10.963,78.713
SC,45,198210,10.652,23.037,16.844,80.095
SD,46,198210,2.099,14.419,8.259,106.259
TN,47,198210,7.677,21.808,14.742,60.547
TX,48,198210,11.082,26.012,18.547,44.151
UT,49,198210,-0.199,13.968,6.885,31.647
VA,51,198210,7.315,19.863,13.589,80.43
VT,50,198210,1.039,14.042,7.541,53.164
WA,53,198210,2.674,13.501,8.088,117.677
WI,55,198210,3.27,14.671,8.971,90.939
WV,54,198210,5.772,18.818,12.295,51.894
WY,56,198210,-2.258,11.092,4.417,35.548
AL,1,198211,6.43,19.402,12.916,141.127
AR,5,198211,4.595,16.105,10.35,173.829
AZ,4,198211,2.497,15.499,8.998,46.075
CA,6,198211,2.268,13.586,7.927,121.184
CO,8,198211,-7.392,6.936,-0.228,34.867
CT,9,198211,1.712,12.318,7.015,98.548
DE,10,198211,4.349,15.421,9.885,118.335
FL,12,198211,14.656,25.466,20.061,51.52
GA,13,198211,7.752,20.163,13.957,91.715
IA,19,198211,-3.287,6.589,1.651,74.122
ID,16,198211,-7.016,2.93,-2.043,66.768
IL,17,198211,0.911,10.365,5.638,104.699
IN,18,198211,1.71,11.244,6.477,126.953
KS,20,198211,-2.261,11.844,4.791,24.719
KY,21,198211,3.091,14.853,8.972,106.822
LA,22,198211,8.977,20.85,14.914,164.195
MA,25,198211,1.309,11.432,6.37,99.535
MD,24,198211,3.793,14.62,9.206,100.222
ME,23,198211,-2.552,7.01,2.229,130.391
MI,26,198211,-1.718,6.599,2.441,99.542
MN,27,198211,-8.298,1.161,-3.569,49.397
MO,29,198211,1.217,12.388,6.803,89.012
MS,28,198211,6.693,19.25,12.971,153.914
MT,30,198211,-8.621,2.588,-3.017,23.489
NC,37,198211,4.616,17.541,11.079,82.85
ND,38,198211,-10.153,0.544,-4.805,11.034
NE,31,198211,-5.578,7.299,0.86,35.923
NH,33,198211,-1.167,8.582,3.708,102.524
NJ,34,198211,2.962,13.919,8.441,92.004
NM,35,198211,-1.592,12.425,5.416,28.963
NV,32,198211,-4.349,7.956,1.803,30.784
NY,36,198211,0.062,9.304,4.683,118.637
OH,39,198211,2.152,11.319,6.735,128.468
OK,40,198211,2.622,15.36,8.991,82.36
OR,41,198211,-3.409,6.319,1.455,95.507
PA,42,198211,1.203,10.831,6.017,101.775
RI,44,198211,3.032,12.939,7.985,113.465
SC,45,198211,6.511,19.454,12.982,54.411
SD,46,198211,-7.18,4.266,-1.457,20.393
TN,47,198211,3.376,15.796,9.586,139.175
TX,48,198211,6.102,19.054,12.578,74.873
UT,49,198211,-5.011,6.88,0.934,38.167
