state,st_abb,date,tmin,tmax,tavg,ppt,coal,natural gas,petroleum coke,petroleum liquids
Arizona,AZ,2014-06-01,61.3814,93.9434,77.66239999999999,0.173,1975.0,620.082,0.0,1.2240000000000002
California,CA,2014-06-01,55.7582,85.8668,70.8116,1.798,98.0,1860.435,2.0,0.9520000000000001
Colorado,CO,2014-06-01,46.4936,77.1854,61.8386,33.098,1448.0,214.191,0.0,0.272
Connecticut,CT,2014-06-01,56.606,76.6166,66.6122,64.907,3.0,270.648,0.0,0.68
Delaware,DE,2014-06-01,63.010400000000004,81.4892,72.2498,71.24,25.0,142.452,0.0,0.544
Florida,FL,2014-06-01,70.5308,89.48299999999999,80.006,168.904,2139.0,2641.815,63.0,13.736
Georgia,GA,2014-06-01,68.30420000000001,88.5722,78.4382,95.644,2536.0,739.7189999999999,9.0,5.712000000000001
Iowa,IA,2014-06-01,60.6164,80.195,70.4048,243.516,1923.0,29.538,9.0,1.6320000000000001
Idaho,ID,2014-06-01,42.5336,69.89359999999999,56.2136,33.072,10.0,21.492,0.0,0.0
Illinois,IL,2014-06-01,63.6152,82.5188,73.06700000000001,166.233,4447.0,163.458,0.0,1.6320000000000001
Indiana,IN,2014-06-01,63.0428,82.1228,72.58279999999999,134.661,4407.0,175.23,40.0,4.216
Kansas,KS,2014-06-01,62.591,84.524,73.5584,190.795,1645.0,60.21,0.0,1.496
Kentucky,KY,2014-06-01,64.211,83.8526,74.0318,99.993,3306.0,37.746,20.0,3.2640000000000002
Louisiana,LA,2014-06-01,71.8106,87.8342,79.8224,165.593,1153.0,1329.912,202.0,0.8160000000000001
Massachusetts,MA,2014-06-01,55.3082,75.9074,65.6078,76.125,16.0,388.962,0.0,0.68
Maryland,MD,2014-06-01,62.7944,81.1328,71.9636,98.375,634.0,89.127,0.0,4.896000000000001
Maine,ME,2014-06-01,51.016999999999996,72.6818,61.849399999999996,114.254,3.0,128.196,0.0,2.8560000000000003
Michigan,MI,2014-06-01,54.1454,75.866,65.00659999999999,93.069,2586.0,301.104,64.0,3.4000000000000004
Minnesota,MN,2014-06-01,55.5656,74.5142,65.0408,207.656,1395.0,84.618,0.0,0.9520000000000001
Missouri,MO,2014-06-01,64.95259999999999,82.3316,73.6412,162.147,3959.0,67.932,0.0,2.04
Mississippi,MS,2014-06-01,69.5516,87.6254,78.58760000000001,180.702,785.0,580.338,0.0,0.40800000000000003
Montana,MT,2014-06-01,44.2508,68.2664,56.2586,86.796,547.0,10.584,0.0,0.0
North Carolina,NC,2014-06-01,64.7672,85.6742,75.21979999999999,106.883,1980.0,573.6419999999999,0.0,5.032
North Dakota,ND,2014-06-01,52.7144,71.9168,62.315599999999996,127.014,1602.0,6.777,0.0,0.40800000000000003
Nebraska,NE,2014-06-01,55.9724,80.0564,68.0144,186.761,1403.0,8.235,0.0,0.272
New Hampshire,NH,2014-06-01,51.7658,74.0984,62.933,97.608,0.0,78.111,0.0,0.136
New Jersey,NJ,2014-06-01,60.521,80.1176,70.3202,86.581,85.0,642.006,,0.68
New Mexico,NM,2014-06-01,56.0948,88.6514,72.37219999999999,16.433,950.0,204.33599999999998,0.0,0.8160000000000001
Nevada,NV,2014-06-01,49.4402,81.76820000000001,65.6042,3.014,339.0,389.691,0.0,0.40800000000000003
New York,NY,2014-06-01,54.4298,75.4034,64.9166,122.406,215.0,1203.039,0.0,5.5760000000000005
Ohio,OH,2014-06-01,60.9746,80.7152,70.844,132.072,3231.0,417.42,63.0,6.664000000000001
Oklahoma,OK,2014-06-01,66.8642,86.8028,76.8326,142.395,1833.0,464.643,0.0,0.136
Oregon,OR,2014-06-01,43.6208,71.6414,57.632,30.372,60.0,76.356,0.0,0.40800000000000003
Pennsylvania,PA,2014-06-01,56.9732,77.7542,67.3646,131.284,3497.0,1006.155,10.0,4.352
Rhode Island,RI,2014-06-01,57.3548,75.2936,66.32419999999999,63.801,0.0,134.946,0.0,
South Carolina,SC,2014-06-01,68.30420000000001,89.10679999999999,78.7046,85.03,1147.0,232.875,0.0,2.3120000000000003
South Dakota,SD,2014-06-01,53.24,75.245,64.24340000000001,161.149,167.0,1.998,0.0,0.0
Tennessee,TN,2014-06-01,65.19919999999999,84.1082,74.6546,173.525,1856.0,164.349,0.0,3.128
Texas,TX,2014-06-01,69.593,90.99680000000001,80.294,83.363,8891.0,4552.146,25.0,3.128
Utah,UT,2014-06-01,50.2142,80.4884,65.3522,6.666,1364.0,184.761,0.0,0.40800000000000003
Virginia,VA,2014-06-01,62.1194,83.1002,72.6098,94.175,908.0,457.326,0.0,3.672
Vermont,VT,2014-06-01,52.2176,73.6502,62.9348,109.253,0.0,0.081,0.0,0.0
Washington,WA,2014-06-01,46.6052,69.4076,58.0064,45.138,130.0,68.958,0.0,1.2240000000000002
Wisconsin,WI,2014-06-01,56.2136,76.5734,66.3944,171.455,2089.0,137.673,18.0,0.544
West Virginia,WV,2014-06-01,58.8956,80.5136,69.7046,119.888,2745.0,9.369,0.0,3.2640000000000002
Wyoming,WY,2014-06-01,41.945,70.1852,56.066,47.795,2070.0,16.47,0.0,1.9040000000000001
Alabama,AL,2014-07-01,67.4654,88.0196,77.7416,96.343,2530.0,891.459,0.0,1.2240000000000002
Arkansas,AR,2014-07-01,65.91380000000001,85.469,75.6914,111.426,1725.0,202.689,0.0,0.272
Arizona,AZ,2014-07-01,67.9802,94.622,81.3002,47.002,2185.0,869.049,0.0,0.9520000000000001
California,CA,2014-07-01,63.541399999999996,91.95439999999999,77.747,5.686,102.0,2589.867,2.0,1.2240000000000002
Colorado,CO,2014-07-01,53.816,82.3388,68.0774,74.679,1816.0,273.996,0.0,0.0
Connecticut,CT,2014-07-01,62.3516,80.8124,71.582,128.969,33.0,339.633,0.0,1.088
Delaware,DE,2014-07-01,66.3638,84.24499999999999,75.3044,129.649,27.0,172.665,0.0,0.9520000000000001
Florida,FL,2014-07-01,72.7304,90.4928,81.61160000000001,197.666,2267.0,2885.814,0.0,13.872000000000002
Georgia,GA,2014-07-01,69.1376,89.1482,79.1438,94.975,2623.0,801.009,10.0,3.5360000000000005
Iowa,IA,2014-07-01,58.7012,79.0538,68.8784,88.908,2177.0,26.487,10.0,0.40800000000000003
Idaho,ID,2014-07-01,52.8656,84.9866,68.9252,9.049,11.0,61.047,0.0,0.0
Illinois,IL,2014-07-01,59.894600000000004,80.6324,70.2626,90.804,4869.0,118.611,0.0,1.496
Indiana,IN,2014-07-01,58.6418,79.835,69.2384,89.812,4318.0,191.484,45.0,3.672
Kansas,KS,2014-07-01,63.3902,87.71180000000001,75.551,67.326,1928.0,71.442,0.0,0.40800000000000003
Kentucky,KY,2014-07-01,61.701800000000006,83.06960000000001,72.3866,99.062,3555.0,41.364,32.0,4.08
Louisiana,LA,2014-07-01,70.9862,89.2526,80.1194,150.156,1368.0,1372.653,205.0,0.9520000000000001
Massachusetts,MA,2014-07-01,61.5164,80.4758,70.9952,164.777,51.0,543.2669999999999,0.0,4.216
Maryland,MD,2014-07-01,65.1362,83.5484,74.3414,104.394,648.0,113.373,0.0,3.8080000000000003
Maine,ME,2014-07-01,57.5006,77.9036,67.703,164.987,5.0,157.329,0.0,1.088
Michigan,MI,2014-07-01,53.7548,75.35300000000001,64.5548,92.518,2931.0,216.216,67.0,2.3120000000000003
Minnesota,MN,2014-07-01,56.1182,76.7912,66.4538,71.39,1494.0,61.371,0.0,0.68
Missouri,MO,2014-07-01,61.8926,83.5214,72.707,70.624,4191.0,106.245,0.0,1.2240000000000002
Mississippi,MS,2014-07-01,67.6832,87.59479999999999,77.639,113.735,801.0,569.646,0.0,0.136
Montana,MT,2014-07-01,52.052,82.3478,67.199,20.094,942.0,5.373,12.0,1.6320000000000001
North Carolina,NC,2014-07-01,66.48440000000001,85.48519999999999,75.9848,138.958,1860.0,575.046,0.0,3.128
North Dakota,ND,2014-07-01,54.9626,77.5256,66.2432,45.248,2015.0,7.857,0.0,0.40800000000000003
Nebraska,NE,2014-07-01,58.2782,84.0452,71.1608,49.791,1462.0,14.229,0.0,1.088
New Hampshire,NH,2014-07-01,57.29,78.6686,67.9802,187.023,27.0,109.08,0.0,0.9520000000000001
New Jersey,NJ,2014-07-01,64.60159999999999,83.4926,74.0462,142.328,123.0,804.006,0.0,0.544
New Mexico,NM,2014-07-01,60.4832,87.9242,74.2046,81.039,1210.0,212.19299999999998,0.0,1.2240000000000002
Nevada,NV,2014-07-01,59.8298,90.94820000000001,75.389,17.512,396.0,544.455,0.0,0.40800000000000003
New York,NY,2014-07-01,57.101,77.4482,67.2746,136.583,204.0,1415.1779999999999,0.0,8.16
Ohio,OH,2014-07-01,59.7056,79.511,69.6074,89.694,3643.0,443.286,65.0,4.216
Oklahoma,OK,2014-07-01,66.6122,88.646,77.62819999999999,116.665,1754.0,579.015,0.0,0.136
Oregon,OR,2014-07-01,53.4074,85.8092,69.6092,12.135,184.0,227.718,0.0,0.272
Pennsylvania,PA,2014-07-01,58.6436,79.1024,68.873,118.2,3345.0,1153.305,11.0,6.5280000000000005
Rhode Island,RI,2014-07-01,64.3874,79.5452,71.9654,107.836,0.0,162.297,0.0,0.272
South Carolina,SC,2014-07-01,69.9404,89.17519999999999,79.5578,122.397,1228.0,280.881,0.0,1.9040000000000001
South Dakota,SD,2014-07-01,56.7518,81.9266,69.3392,31.378,148.0,21.114,0.0,0.136
Tennessee,TN,2014-07-01,62.724199999999996,83.79499999999999,73.2596,109.577,1911.0,146.556,0.0,1.7680000000000002
Texas,TX,2014-07-01,70.088,92.7968,81.44239999999999,65.55,10534.0,5184.0,25.0,1.496
Utah,UT,2014-07-01,59.9648,88.5146,74.2388,27.119,1414.0,220.45499999999998,0.0,0.40800000000000003
Virginia,VA,2014-07-01,63.537800000000004,83.6384,73.589,102.168,900.0,480.735,0.0,22.168000000000003
Vermont,VT,2014-07-01,56.1074,77.1926,66.65,146.293,0.0,0.081,0.0,0.0
Washington,WA,2014-07-01,54.9824,82.2884,68.6354,20.502,504.0,227.475,0.0,1.6320000000000001
Wisconsin,WI,2014-07-01,55.5566,76.2764,65.9156,69.731,1953.0,134.541,17.0,2.8560000000000003
West Virginia,WV,2014-07-01,58.7174,79.7792,69.2474,112.454,2977.0,16.173,0.0,1.6320000000000001
Wyoming,WY,2014-07-01,51.0224,81.527,66.2756,32.068,2441.0,15.687,0.0,0.9520000000000001
Alabama,AL,2014-08-01,68.333,90.66380000000001,79.4984,87.976,2461.0,1009.8,0.0,1.6320000000000001
Arkansas,AR,2014-08-01,68.5292,89.1338,78.8306,79.695,1843.0,228.636,0.0,1.088
Arizona,AZ,2014-08-01,63.7538,88.781,76.2674,73.893,2189.0,813.429,0.0,0.40800000000000003
California,CA,2014-08-01,60.755,88.27340000000001,74.5142,10.043,103.0,2644.11,2.0,1.088
Colorado,CO,2014-08-01,50.5364,77.9198,64.2272,67.129,1780.0,228.069,0.0,0.272
Connecticut,CT,2014-08-01,58.0838,78.0836,68.08279999999999,75.677,0.0,319.40999999999997,0.0,2.8560000000000003
Delaware,DE,2014-08-01,62.3732,81.2282,71.8016,111.818,0.0,175.203,0.0,0.8160000000000001
Florida,FL,2014-08-01,73.5566,91.8356,82.697,152.78,2251.0,3111.723,0.0,12.376000000000001
Georgia,GA,2014-08-01,68.7614,90.3848,79.5722,83.856,2245.0,914.193,10.0,3.8080000000000003
Iowa,IA,2014-08-01,62.3444,80.2976,71.321,150.436,2380.0,52.65,12.0,0.8160000000000001
Idaho,ID,2014-08-01,50.4752,78.0098,64.2416,60.811,18.0,78.327,0.0,0.0
Illinois,IL,2014-08-01,64.4774,83.0102,73.7438,135.376,5120.0,209.412,0.0,2.04
Indiana,IN,2014-08-01,62.528000000000006,82.2578,72.392,131.809,4626.0,203.877,38.0,5.712000000000001
Kansas,KS,2014-08-01,65.1956,90.923,78.0584,81.11,1845.0,81.081,0.0,1.496
Kentucky,KY,2014-08-01,64.958,84.9776,74.9678,141.087,3662.0,33.831,55.0,3.5360000000000005
Louisiana,LA,2014-08-01,72.428,90.25519999999999,81.3416,160.598,1442.0,1540.161,194.0,1.088
Massachusetts,MA,2014-08-01,56.867,77.0738,66.9704,75.264,17.0,485.406,0.0,2.992
Maryland,MD,2014-08-01,62.0456,80.726,71.3858,104.577,477.0,116.964,0.0,4.352
Maine,ME,2014-08-01,54.2174,75.0722,64.6448,83.853,3.0,96.92999999999999,0.0,4.08
Michigan,MI,2014-08-01,55.0004,76.406,65.7032,89.64,3015.0,322.002,59.0,3.2640000000000002
Minnesota,MN,2014-08-01,57.0488,77.072,67.0604,94.449,1688.0,94.905,0.0,0.544
Missouri,MO,2014-08-01,66.3476,87.0548,76.7012,114.128,4320.0,124.227,0.0,1.7680000000000002
Mississippi,MS,2014-08-01,69.4994,90.4334,79.9664,100.87,752.0,673.11,0.0,0.136
Montana,MT,2014-08-01,51.8972,78.4058,65.1524,103.307,1070.0,15.012,25.0,0.544
North Carolina,NC,2014-08-01,65.5466,83.3378,74.4422,137.649,1727.0,562.842,0.0,4.352
North Dakota,ND,2014-08-01,56.2802,77.1926,66.7364,118.192,1994.0,10.908,0.0,0.40800000000000003
Nebraska,NE,2014-08-01,59.507600000000004,84.52759999999999,72.0176,123.655,1538.0,17.361,0.0,0.40800000000000003
New Hampshire,NH,2014-08-01,53.5964,74.7086,64.1534,97.319,1.0,90.288,0.0,0.272
New Jersey,NJ,2014-08-01,60.8486,80.6486,70.7486,110.392,92.0,702.432,0.0,3.2640000000000002
New Mexico,NM,2014-08-01,57.529399999999995,83.26219999999999,70.3958,63.139,973.0,239.301,0.0,1.9040000000000001
Nevada,NV,2014-08-01,54.716,83.0192,68.8676,36.76,319.0,515.133,0.0,0.40800000000000003
New York,NY,2014-08-01,55.0598,75.2,65.129,96.272,134.0,1301.211,0.0,6.5280000000000005
Ohio,OH,2014-08-01,60.629,81.1328,70.88,106.59,3385.0,525.987,47.0,6.256
Oklahoma,OK,2014-08-01,67.8074,92.5682,80.18780000000001,39.018,1943.0,708.6419999999999,0.0,0.272
Oregon,OR,2014-08-01,51.9404,82.04,66.9902,16.817,215.0,296.865,0.0,0.136
Pennsylvania,PA,2014-08-01,56.0732,77.25919999999999,66.6662,111.12,3070.0,1129.653,10.0,5.848000000000001
Rhode Island,RI,2014-08-01,59.8802,77.48780000000001,68.684,68.093,0.0,155.061,0.0,
South Carolina,SC,2014-08-01,68.76679999999999,88.40299999999999,78.584,118.154,1104.0,252.585,0.0,2.3120000000000003
South Dakota,SD,2014-08-01,58.1036,80.7764,69.44,107.506,138.0,19.008,0.0,0.136
Tennessee,TN,2014-08-01,65.4134,86.34740000000001,75.8804,128.764,1905.0,162.054,0.0,1.496
Texas,TX,2014-08-01,70.22659999999999,94.4204,82.3244,51.411,10134.0,5738.742,22.0,1.6320000000000001
Utah,UT,2014-08-01,54.689,80.2238,67.4564,60.753,1461.0,200.448,0.0,0.136
Virginia,VA,2014-08-01,62.2256,80.7152,71.4704,120.629,967.0,445.851,0.0,12.104000000000001
Vermont,VT,2014-08-01,53.4398,73.60159999999999,63.5216,85.023,0.0,0.081,0.0,0.0
Washington,WA,2014-08-01,55.1066,80.6144,67.8596,36.451,501.0,342.171,0.0,0.9520000000000001
Wisconsin,WI,2014-08-01,56.9228,77.46260000000001,67.1936,136.319,2259.0,176.121,20.0,1.36
West Virginia,WV,2014-08-01,58.3466,79.0898,68.7182,117.276,2699.0,17.82,0.0,2.04
Wyoming,WY,2014-08-01,49.1864,76.22240000000001,62.7044,59.838,2530.0,15.336,0.0,2.176
Alabama,AL,2014-09-01,66.038,86.7542,76.39699999999999,74.141,2032.0,936.711,0.0,2.584
Arkansas,AR,2014-09-01,62.1392,83.2874,72.7124,60.117,1609.0,177.417,0.0,0.544
Arizona,AZ,2014-09-01,61.736000000000004,86.9108,74.3234,64.772,2098.0,740.205,0.0,0.544
California,CA,2014-09-01,57.9956,85.64,71.8178,17.215,97.0,2769.498,2.0,1.9040000000000001
Colorado,CO,2014-09-01,45.3632,74.14699999999999,59.754200000000004,54.749,1428.0,238.84199999999998,0.0,0.272
Connecticut,CT,2014-09-01,53.4236,73.9436,63.6836,47.759,0.0,245.673,0.0,1.2240000000000002
Delaware,DE,2014-09-01,59.8298,78.2276,69.0296,97.097,29.0,155.412,0.0,0.272
Florida,FL,2014-09-01,71.4596,87.7982,79.6298,236.019,1953.0,2655.72,0.0,3.8080000000000003
Georgia,GA,2014-09-01,66.9254,84.659,75.79220000000001,132.115,1859.0,795.852,9.0,9.520000000000001
Iowa,IA,2014-09-01,50.5958,73.4558,62.025800000000004,113.289,1718.0,27.27,14.0,0.68
Idaho,ID,2014-09-01,43.3328,72.1814,57.757999999999996,35.597,21.0,66.609,0.0,0.0
Illinois,IL,2014-09-01,52.8188,76.3052,64.562,106.021,4114.0,135.135,0.0,1.7680000000000002
Indiana,IN,2014-09-01,52.4012,75.54560000000001,63.973400000000005,91.622,3754.0,158.652,40.0,2.584
Kansas,KS,2014-09-01,55.6358,80.8232,68.2286,79.832,1382.0,44.955,0.0,1.36
Kentucky,KY,2014-09-01,57.1046,78.791,67.9478,61.075,3070.0,23.463,42.0,2.176
Louisiana,LA,2014-09-01,68.8676,87.45439999999999,78.161,81.142,1371.0,1286.145,193.0,1.6320000000000001
Massachusetts,MA,2014-09-01,51.7298,73.0004,62.366,39.106,22.0,393.336,0.0,1.088
Maryland,MD,2014-09-01,58.5086,77.3204,67.9136,72.8,572.0,71.253,0.0,3.9440000000000004
Maine,ME,2014-09-01,45.840199999999996,68.3402,57.090199999999996,46.036,2.0,74.223,0.0,0.544
Michigan,MI,2014-09-01,47.4062,69.69919999999999,58.5536,102.302,2478.0,268.92,56.0,2.3120000000000003
Minnesota,MN,2014-09-01,47.3954,69.0188,58.2062,62.716,1269.0,50.193,0.0,0.272
Missouri,MO,2014-09-01,55.9994,78.2852,67.1414,104.159,3083.0,80.568,0.0,1.496
Mississippi,MS,2014-09-01,65.9534,87.1664,76.559,71.631,497.0,557.01,0.0,0.544
Montana,MT,2014-09-01,41.5616,68.73440000000001,55.147999999999996,29.974,1025.0,3.8609999999999998,24.0,0.40800000000000003
North Carolina,NC,2014-09-01,63.0572,79.6658,71.3624,144.854,1414.0,538.758,0.0,2.72
North Dakota,ND,2014-09-01,44.78,70.304,57.542,29.893,1721.0,5.913,0.0,1.2240000000000002
Nebraska,NE,2014-09-01,49.28,75.93260000000001,62.605399999999996,68.035,1310.0,5.724,0.0,0.544
New Hampshire,NH,2014-09-01,46.5926,69.72800000000001,58.1594,40.4,5.0,91.854,0.0,0.136
New Jersey,NJ,2014-09-01,57.1262,76.9784,67.0532,74.334,61.0,658.341,0.0,0.40800000000000003
New Mexico,NM,2014-09-01,54.4406,78.7964,66.6194,85.588,1029.0,163.701,0.0,0.8160000000000001
Nevada,NV,2014-09-01,50.2502,80.06,65.1542,31.173,235.0,499.932,0.0,0.544
New York,NY,2014-09-01,49.055,70.8584,59.955799999999996,54.661,116.0,1190.322,0.0,4.760000000000001
Ohio,OH,2014-09-01,52.7342,75.434,64.0832,57.215,2879.0,461.484,65.0,2.72
Oklahoma,OK,2014-09-01,61.3868,84.6806,73.0328,63.304,1700.0,428.976,0.0,0.40800000000000003
Oregon,OR,2014-09-01,46.1516,75.668,60.909800000000004,27.695,233.0,308.93399999999997,0.0,0.136
Pennsylvania,PA,2014-09-01,51.341,73.1876,62.2634,49.122,2601.0,1063.071,11.0,5.304
Rhode Island,RI,2014-09-01,55.6268,73.88419999999999,64.7564,23.866,0.0,147.636,0.0,
South Carolina,SC,2014-09-01,66.4466,82.5728,74.5106,155.707,949.0,188.028,0.0,1.7680000000000002
South Dakota,SD,2014-09-01,47.2964,73.7132,60.5048,42.124,130.0,0.648,0.0,0.272
Tennessee,TN,2014-09-01,59.9324,80.87180000000001,70.403,57.132,1759.0,113.535,0.0,7.752000000000001
Texas,TX,2014-09-01,65.9966,86.3798,76.1882,98.872,9393.0,4644.027,17.0,3.128
Utah,UT,2014-09-01,50.7218,77.4158,64.0688,66.89,1353.0,165.591,0.0,0.40800000000000003
Virginia,VA,2014-09-01,59.0648,77.4248,68.2448,81.186,696.0,435.051,0.0,4.760000000000001
Vermont,VT,2014-09-01,45.959,68.8028,57.379999999999995,44.166,0.0,0.081,0.0,0.0
Washington,WA,2014-09-01,48.1262,72.1472,60.1358,43.992,505.0,340.46999999999997,0.0,0.8160000000000001
Wisconsin,WI,2014-09-01,47.075,69.359,58.217,103.234,1833.0,134.73,13.0,
West Virginia,WV,2014-09-01,53.6252,75.27199999999999,64.4486,60.75,2667.0,19.764,0.0,2.176
Wyoming,WY,2014-09-01,41.257400000000004,70.0502,55.653800000000004,49.242,2272.0,24.759,0.0,2.176
Alabama,AL,2014-10-01,52.1132,78.5444,65.3288,117.804,1661.0,884.682,0.0,1.9040000000000001
Arkansas,AR,2014-10-01,52.1258,75.7058,63.915800000000004,143.298,1479.0,150.12,0.0,0.68
Arizona,AZ,2014-10-01,50.516600000000004,78.9404,64.7294,15.807,1950.0,540.2429999999999,0.0,0.544
California,CA,2014-10-01,50.5994,77.702,64.1498,28.2,66.0,2734.236,0.0,1.36
Colorado,CO,2014-10-01,35.1338,63.487399999999994,49.3106,29.972,1303.0,246.537,0.0,1.2240000000000002
Connecticut,CT,2014-10-01,45.5594,62.772800000000004,54.1652,120.581,0.0,211.788,0.0,0.40800000000000003
Delaware,DE,2014-10-01,49.424,68.73440000000001,59.0792,82.499,0.0,126.306,0.0,0.0
Florida,FL,2014-10-01,61.723400000000005,83.75,72.7376,66.24,1759.0,2508.435,0.0,8.704
Georgia,GA,2014-10-01,52.4516,78.7748,65.6132,70.359,1120.0,829.926,10.0,3.128
Iowa,IA,2014-10-01,39.452,62.513600000000004,50.9828,81.478,1781.0,36.315,15.0,1.088
Idaho,ID,2014-10-01,35.411,60.4454,47.928200000000004,37.003,21.0,34.695,0.0,0.0
Illinois,IL,2014-10-01,43.6856,64.73660000000001,54.2102,108.98,4113.0,152.172,0.0,1.2240000000000002
Indiana,IN,2014-10-01,43.5794,63.9068,53.744,109.693,3565.0,219.213,3.0,3.128
Kansas,KS,2014-10-01,44.7926,72.7286,58.7606,72.93,1299.0,37.422,0.0,0.9520000000000001
Kentucky,KY,2014-10-01,46.715,68.4518,57.5834,146.001,2847.0,17.604,33.0,2.04
Louisiana,LA,2014-10-01,57.317,81.0536,69.1862,88.888,817.0,1232.172,129.0,0.68
Massachusetts,MA,2014-10-01,44.6108,61.501999999999995,53.056400000000004,162.868,0.0,407.592,0.0,1.2240000000000002
Maryland,MD,2014-10-01,49.0118,67.4132,58.2134,96.551,439.0,60.993,0.0,3.4000000000000004
Maine,ME,2014-10-01,39.8768,56.7842,48.3296,164.959,4.0,68.445,0.0,1.36
Michigan,MI,2014-10-01,38.579,55.864399999999996,47.2208,105.012,2251.0,289.84499999999997,55.0,2.176
Minnesota,MN,2014-10-01,35.4218,56.1344,45.7772,31.958,1333.0,133.92,0.0,0.68
Missouri,MO,2014-10-01,46.3946,69.2438,57.8192,162.536,2919.0,118.206,0.0,1.6320000000000001
Mississippi,MS,2014-10-01,53.7548,79.4462,66.59960000000001,113.778,312.0,546.723,0.0,0.40800000000000003
Montana,MT,2014-10-01,34.988,60.3086,47.6492,28.099,995.0,10.233,24.0,0.544
North Carolina,NC,2014-10-01,48.8732,73.9112,61.3922,70.057,1275.0,349.542,0.0,2.72
North Dakota,ND,2014-10-01,34.4624,57.9416,46.202,17.967,1898.0,10.125,0.0,0.8160000000000001
Nebraska,NE,2014-10-01,37.6214,68.2502,52.9358,33.565,1307.0,9.072,0.0,2.584
New Hampshire,NH,2014-10-01,41.0522,58.0406,49.5464,150.54,2.0,96.17399999999999,0.0,0.136
New Jersey,NJ,2014-10-01,47.813,66.26480000000001,57.0398,98.734,54.0,601.614,0.0,0.272
New Mexico,NM,2014-10-01,42.465199999999996,72.6908,57.578,17.538,905.0,143.343,0.0,1.2240000000000002
Nevada,NV,2014-10-01,39.3152,69.9368,54.626,2.553,234.0,436.86,0.0,0.40800000000000003
New York,NY,2014-10-01,42.4994,59.7722,51.1358,102.792,93.0,990.549,0.0,4.488
Ohio,OH,2014-10-01,43.2446,62.668400000000005,52.9574,78.635,2613.0,254.448,10.0,2.992
Oklahoma,OK,2014-10-01,50.8946,78.197,64.5458,84.135,1341.0,414.36899999999997,0.0,0.272
Oregon,OR,2014-10-01,40.8848,64.6106,52.748599999999996,88.725,232.0,276.939,0.0,0.136
Pennsylvania,PA,2014-10-01,43.287800000000004,61.9862,52.637,96.274,2296.0,1104.1109999999999,7.0,3.2640000000000002
Rhode Island,RI,2014-10-01,47.777,63.13100000000001,55.454,103.722,0.0,115.047,0.0,
South Carolina,SC,2014-10-01,52.0808,78.0728,65.0768,44.817,747.0,176.958,0.0,2.04
South Dakota,SD,2014-10-01,36.2354,64.0616,50.1494,17.645,136.0,5.022,0.0,0.136
Tennessee,TN,2014-10-01,48.2234,71.6324,59.927,180.139,1171.0,86.751,0.0,2.3120000000000003
Texas,TX,2014-10-01,55.9958,82.68260000000001,69.3392,45.917,7651.0,4143.852,22.0,1.9040000000000001
Utah,UT,2014-10-01,38.6852,65.9876,52.3364,6.106,1227.0,155.385,0.0,0.40800000000000003
Virginia,VA,2014-10-01,46.7942,68.9324,57.8624,101.866,690.0,229.797,0.0,7.6160000000000005
Vermont,VT,2014-10-01,40.7786,57.317,49.0478,127.943,0.0,0.081,0.0,0.0
Washington,WA,2014-10-01,43.2986,60.6614,51.98,153.934,479.0,265.842,0.0,1.9040000000000001
Wisconsin,WI,2014-10-01,36.5252,55.4702,45.9968,77.913,1480.0,221.886,8.0,1.2240000000000002
West Virginia,WV,2014-10-01,43.0376,63.483799999999995,53.2616,133.821,2209.0,34.236,0.0,2.4480000000000004
Wyoming,WY,2014-10-01,32.7164,60.3284,46.5224,17.244,2273.0,18.819,0.0,1.36
Alabama,AL,2014-11-01,34.817,60.8252,47.8202,79.082,1610.0,969.948,0.0,4.216
Arkansas,AR,2014-11-01,33.5408,55.3352,44.438,68.824,1434.0,132.165,0.0,0.9520000000000001
Arizona,AZ,2014-11-01,37.544,65.732,51.638,2.374,1729.0,385.56,0.0,1.2240000000000002
California,CA,2014-11-01,41.6984,63.858200000000004,52.7774,48.578,54.0,1988.064,0.0,0.8160000000000001
Colorado,CO,2014-11-01,19.301000000000002,46.1948,32.747,29.607,1299.0,248.805,0.0,0.40800000000000003
Connecticut,CT,2014-11-01,30.7886,48.1262,39.4574,116.017,71.0,256.23,0.0,1.2240000000000002
Delaware,DE,2014-11-01,33.8648,52.7576,43.3112,105.017,0.0,140.184,0.0,0.0
Florida,FL,2014-11-01,49.2224,72.0932,60.657799999999995,107.789,1874.0,1876.905,0.0,12.512
Georgia,GA,2014-11-01,36.3074,62.864599999999996,49.586,113.246,1442.0,705.51,9.0,7.752000000000001
Iowa,IA,2014-11-01,19.1696,38.858,29.0138,20.447,1665.0,25.866,10.0,2.176
Idaho,ID,2014-11-01,21.884,40.3268,31.1054,87.143,20.0,42.714,0.0,0.0
Illinois,IL,2014-11-01,25.079,43.196,34.1366,47.829,4753.0,110.322,0.0,1.7680000000000002
Indiana,IN,2014-11-01,26.7206,43.8674,35.294,69.31,3443.0,280.611,25.0,4.760000000000001
Kansas,KS,2014-11-01,24.836,51.7496,38.2928,7.593,1339.0,46.899,0.0,0.40800000000000003
Kentucky,KY,2014-11-01,29.345,49.01,39.1784,68.233,3136.0,67.095,29.0,2.584
Louisiana,LA,2014-11-01,40.8776,64.0832,52.4804,86.636,872.0,1185.84,165.0,0.9520000000000001
Massachusetts,MA,2014-11-01,30.0794,46.8752,38.4764,121.125,127.0,238.194,0.0,1.6320000000000001
