state,st_abb,date,tmin,tmax,tavg,ppt,coal,natural gas,petroleum coke,petroleum liquids
Nebraska,NE,2007-12-01,11.2136,31.7714,21.4916,36.912,1235.0,7.101,0.0,0.272
New Hampshire,NH,2007-12-01,13.3736,29.6708,21.5222,123.47,161.0,74.547,0.0,17.0
New Jersey,NJ,2007-12-01,28.2416,42.6452,35.4434,143.331,483.0,385.668,0.0,2.8560000000000003
New Mexico,NM,2007-12-01,22.631,48.0632,35.348,40.481,1318.0,133.245,0.0,1.36
Nevada,NV,2007-12-01,18.3758,38.6834,28.5296,33.33,318.0,335.988,0.0,0.544
New York,NY,2007-12-01,18.985999999999997,32.7758,25.8818,129.378,887.0,826.146,5.0,116.00800000000001
Ohio,OH,2007-12-01,25.6892,39.4646,32.576,122.669,5338.0,60.723,55.0,9.928
Oklahoma,OK,2007-12-01,26.7314,48.713,37.7222,70.221,1882.0,569.7,0.0,0.68
Oregon,OR,2007-12-01,23.4698,36.9122,30.191,156.363,257.0,375.543,0.0,0.136
Pennsylvania,PA,2007-12-01,24.2564,37.4144,30.8354,129.712,4901.0,273.564,11.0,19.720000000000002
Rhode Island,RI,2007-12-01,23.8064,37.7492,30.7778,133.547,0.0,140.96699999999998,0.0,2.8560000000000003
South Carolina,SC,2007-12-01,39.7634,63.3092,51.5372,128.688,1539.0,27.783,0.0,4.760000000000001
South Dakota,SD,2007-12-01,8.402000000000001,29.7194,19.059800000000003,16.133,42.0,7.155,0.0,2.584
Tennessee,TN,2007-12-01,34.205,53.9204,44.0618,112.081,2467.0,15.363,0.0,12.784
Texas,TX,2007-12-01,34.9916,62.294,48.6428,30.616,9185.0,3581.064,54.0,2.04
Utah,UT,2007-12-01,15.391399999999997,33.7046,24.548000000000002,62.266,1513.0,139.698,0.0,0.544
Virginia,VA,2007-12-01,32.0756,50.711,41.3924,86.194,1388.0,176.256,0.0,16.32
Vermont,VT,2007-12-01,13.326799999999999,28.8716,21.0992,125.452,0.0,0.081,0.0,0.272
Washington,WA,2007-12-01,25.2842,35.5082,30.3962,234.016,558.0,170.694,0.0,9.112
Wisconsin,WI,2007-12-01,8.6162,25.077199999999998,16.8458,67.886,2277.0,120.204,39.0,4.760000000000001
West Virginia,WV,2007-12-01,28.162399999999998,45.4028,36.7826,136.319,3271.0,16.821,0.0,6.256
Wyoming,WY,2007-12-01,8.313799999999997,27.4118,17.8628,36.436,2457.0,28.107,0.0,1.36
Alabama,AL,2008-01-01,31.1774,53.4506,42.314,104.151,2989.0,494.64,0.0,14.280000000000001
Arkansas,AR,2008-01-01,27.9212,48.8678,38.3936,42.362,1557.0,180.981,0.0,1.36
Arizona,AZ,2008-01-01,27.634999999999998,51.3914,39.5132,52.327,1988.0,651.078,0.0,1.9040000000000001
California,CA,2008-01-01,32.1656,49.793,40.980199999999996,178.938,164.0,2439.882,64.0,2.04
Colorado,CO,2008-01-01,7.363400000000002,32.3258,19.8446,43.86,1757.0,239.625,0.0,0.9520000000000001
Connecticut,CT,2008-01-01,20.7608,38.1254,29.444,70.947,200.0,158.139,0.0,10.064
Delaware,DE,2008-01-01,27.9122,45.0536,36.4838,45.538,269.0,13.986,0.0,7.752000000000001
Florida,FL,2008-01-01,46.355,68.531,57.443,73.578,2608.0,1441.071,114.0,113.83200000000001
Georgia,GA,2008-01-01,33.3986,55.2128,44.3066,86.532,3594.0,249.156,27.0,27.336000000000002
Iowa,IA,2008-01-01,7.178000000000004,25.1726,16.1762,17.376,2451.0,61.695,5.0,2.4480000000000004
Idaho,ID,2008-01-01,10.686200000000003,28.031,19.358600000000003,84.06,15.0,51.327,0.0,0.0
Illinois,IL,2008-01-01,16.7162,36.0518,26.384,61.518,5441.0,132.03,0.0,4.216
Indiana,IN,2008-01-01,18.0158,36.330799999999996,27.1724,85.672,5515.0,129.087,0.0,4.896000000000001
Kansas,KS,2008-01-01,16.799,41.594,29.1956,10.823,1976.0,45.467999999999996,7.0,1.7680000000000002
Kentucky,KY,2008-01-01,23.1422,42.312200000000004,32.7272,83.525,3914.0,49.653,118.0,2.04
Louisiana,LA,2008-01-01,37.5692,57.6536,47.6114,119.357,1603.0,1076.085,59.0,4.760000000000001
Massachusetts,MA,2008-01-01,18.6602,36.788,27.7232,67.828,390.0,285.849,0.0,60.792
Maryland,MD,2008-01-01,26.6378,43.6082,35.123,42.965,1098.0,28.727999999999998,0.0,18.224
Maine,ME,2008-01-01,7.510999999999999,27.923000000000002,17.717000000000002,77.186,25.0,129.627,0.0,40.256
Michigan,MI,2008-01-01,15.168199999999999,29.7392,22.4546,83.177,3423.0,278.1,11.0,6.5280000000000005
Minnesota,MN,2008-01-01,-2.225200000000001,17.7584,7.766600000000004,5.253,1984.0,64.476,5.0,5.5760000000000005
Missouri,MO,2008-01-01,19.2758,40.967600000000004,30.1226,41.034,3708.0,116.721,0.0,2.176
Mississippi,MS,2008-01-01,31.9694,53.5244,42.7478,105.275,784.0,506.601,0.0,2.176
Montana,MT,2008-01-01,6.584,28.8194,17.7026,31.189,1068.0,5.562,21.0,0.40800000000000003
North Carolina,NC,2008-01-01,28.8158,50.8082,39.812,48.282,2903.0,61.344,0.0,22.032
North Dakota,ND,2008-01-01,-2.0145999999999944,19.7024,8.8448,2.026,2293.0,0.0,0.0,2.176
Nebraska,NE,2008-01-01,9.620600000000003,32.0306,20.8256,4.832,1198.0,14.363999999999999,0.0,1.6320000000000001
New Hampshire,NH,2008-01-01,11.8886,31.7696,21.828200000000002,70.695,152.0,119.286,0.0,10.064
New Jersey,NJ,2008-01-01,25.3238,42.5912,33.9584,55.793,449.0,367.74,0.0,20.400000000000002
New Mexico,NM,2008-01-01,18.6062,46.4522,32.5292,17.304,1177.0,145.017,0.0,3.2640000000000002
Nevada,NV,2008-01-01,16.321999999999996,36.8798,26.6,38.531,303.0,376.38,0.0,0.136
New York,NY,2008-01-01,17.5316,33.702799999999996,25.6172,58.032,911.0,765.153,6.0,120.632
Ohio,OH,2008-01-01,19.814,36.7448,28.2794,60.114,5526.0,49.653,50.0,7.072000000000001
Oklahoma,OK,2008-01-01,24.3896,50.702,37.5458,13.161,1935.0,640.71,0.0,0.136
Oregon,OR,2008-01-01,20.048000000000002,35.9114,27.9788,143.14,214.0,369.792,0.0,3.4000000000000004
Pennsylvania,PA,2008-01-01,20.7554,36.3164,28.5368,53.473,5140.0,217.35,10.0,42.568000000000005
Rhode Island,RI,2008-01-01,23.207,39.5222,31.3646,77.062,0.0,135.945,0.0,0.8160000000000001
South Carolina,SC,2008-01-01,32.2484,54.458600000000004,43.3526,74.228,1650.0,121.419,0.0,6.256
South Dakota,SD,2008-01-01,4.2926,27.147199999999998,15.7208,4.884,212.0,3.105,0.0,2.3120000000000003
Tennessee,TN,2008-01-01,25.1474,45.5846,35.366,83.236,2598.0,35.721,0.0,7.208
Texas,TX,2008-01-01,32.0972,58.496,45.2966,23.153,9123.0,3809.7,51.0,5.44
Utah,UT,2008-01-01,11.993000000000002,32.1548,22.0748,48.061,1525.0,136.647,0.0,0.9520000000000001
Virginia,VA,2008-01-01,25.1582,46.1174,35.6378,38.269,1509.0,147.71699999999998,0.0,49.504000000000005
Vermont,VT,2008-01-01,11.9912,30.0812,21.0362,62.748,0.0,0.081,0.0,0.272
Washington,WA,2008-01-01,20.7446,33.6578,27.2012,144.073,533.0,233.577,0.0,8.976
Wisconsin,WI,2008-01-01,5.604800000000001,22.964000000000002,14.284399999999998,35.184,2264.0,145.368,44.0,8.024000000000001
West Virginia,WV,2008-01-01,20.1938,39.6554,29.924599999999998,74.598,3796.0,8.451,0.0,1.9040000000000001
Wyoming,WY,2008-01-01,5.2033999999999985,26.3354,15.769400000000001,25.946,2511.0,20.52,0.0,1.36
Alabama,AL,2008-02-01,34.9646,61.3598,48.1622,152.499,2688.0,308.043,0.0,4.6240000000000006
Arkansas,AR,2008-02-01,31.883,52.979,42.431,121.335,1173.0,148.932,0.0,0.68
Arizona,AZ,2008-02-01,31.2548,56.912,44.0834,27.781,1638.0,503.442,0.0,1.36
California,CA,2008-02-01,34.1906,56.2298,45.2102,81.212,135.0,2034.855,58.0,3.4000000000000004
Colorado,CO,2008-02-01,13.5896,38.6708,26.130200000000002,40.089,1663.0,199.368,0.0,0.544
Connecticut,CT,2008-02-01,21.482599999999998,38.6636,30.0722,217.331,188.0,125.226,0.0,11.152000000000001
Delaware,DE,2008-02-01,28.1012,48.0524,38.0768,98.236,245.0,17.387999999999998,0.0,2.584
Florida,FL,2008-02-01,49.9208,74.7716,62.3462,108.728,2333.0,1365.849,106.0,102.408
Georgia,GA,2008-02-01,36.41,63.9608,50.1854,148.73,3360.0,141.37199999999999,20.0,12.104000000000001
Iowa,IA,2008-02-01,7.1815999999999995,25.4606,16.321999999999996,47.597,2277.0,51.921,5.0,2.3120000000000003
Idaho,ID,2008-02-01,17.8826,35.6846,26.7836,68.346,14.0,42.12,0.0,0.0
Illinois,IL,2008-02-01,17.3066,32.9234,25.115,117.782,5171.0,109.539,0.0,3.672
Indiana,IN,2008-02-01,19.364,35.4686,27.415399999999998,126.525,5145.0,130.005,0.0,3.9440000000000004
Kansas,KS,2008-02-01,19.2992,42.8864,31.0928,38.311,1933.0,15.822,4.0,0.68
Kentucky,KY,2008-02-01,27.743,45.5108,36.626,122.478,3519.0,36.18,100.0,2.3120000000000003
Louisiana,LA,2008-02-01,41.9576,66.515,54.2372,143.884,1281.0,869.049,70.0,4.08
Massachusetts,MA,2008-02-01,19.3856,36.9716,28.1786,223.296,372.0,285.498,0.0,51.816
Maryland,MD,2008-02-01,26.8574,45.6386,36.248,98.452,1071.0,24.786,0.0,14.96
Maine,ME,2008-02-01,7.2896,28.092200000000002,17.6918,141.666,23.0,92.79899999999999,0.0,26.520000000000003
Michigan,MI,2008-02-01,7.9754000000000005,26.6828,17.328200000000002,67.846,2957.0,233.631,8.0,7.344
Minnesota,MN,2008-02-01,-2.320599999999999,19.2668,8.474,9.892,1978.0,64.908,6.0,6.5280000000000005
Missouri,MO,2008-02-01,21.029,38.8508,29.939,121.114,3851.0,62.153999999999996,0.0,1.9040000000000001
Mississippi,MS,2008-02-01,36.7304,61.534400000000005,49.132400000000004,152.064,824.0,309.825,0.0,0.136
Montana,MT,2008-02-01,12.7778,34.1474,23.4626,29.744,1062.0,2.592,24.0,0.136
North Carolina,NC,2008-02-01,33.4454,57.8444,45.644,102.565,2633.0,23.193,0.0,14.96
North Dakota,ND,2008-02-01,-2.430399999999999,20.4782,9.024800000000003,10.003,2099.0,0.0,0.0,1.2240000000000002
Nebraska,NE,2008-02-01,13.433,37.0796,25.2554,10.782,1119.0,4.617,0.0,0.272
New Hampshire,NH,2008-02-01,12.119,31.4942,21.8066,200.422,138.0,121.31099999999999,0.0,0.40800000000000003
New Jersey,NJ,2008-02-01,25.0106,44.159,34.5848,136.639,384.0,358.776,0.0,14.008000000000001
New Mexico,NM,2008-02-01,24.0728,54.0302,39.0524,14.448,1002.0,120.90599999999999,0.0,1.496
Nevada,NV,2008-02-01,21.533,44.591,33.062,28.104,310.0,349.839,0.0,0.272
New York,NY,2008-02-01,14.414000000000001,31.8164,23.1152,142.48,849.0,710.181,5.0,79.69600000000001
Ohio,OH,2008-02-01,19.083199999999998,35.5838,27.334400000000002,126.788,5243.0,48.708,48.0,4.216
Oklahoma,OK,2008-02-01,26.8214,52.797200000000004,39.8102,61.835,1812.0,491.022,0.0,1.496
Oregon,OR,2008-02-01,25.912399999999998,44.339,35.1266,72.274,240.0,344.19599999999997,0.0,0.68
Pennsylvania,PA,2008-02-01,18.0824,35.4758,26.78,135.43,4790.0,211.626,9.0,34.408
Rhode Island,RI,2008-02-01,23.2178,40.2584,31.739,182.446,0.0,102.16799999999999,0.0,1.2240000000000002
South Carolina,SC,2008-02-01,36.707,63.311,50.009,101.487,1486.0,31.644,0.0,4.216
South Dakota,SD,2008-02-01,6.0656,29.7104,17.887999999999998,9.226,200.0,0.459,0.0,0.9520000000000001
Tennessee,TN,2008-02-01,30.5168,51.8504,41.1836,104.751,2338.0,7.128,0.0,6.5280000000000005
Texas,TX,2008-02-01,36.4856,67.6652,52.0754,28.576,7943.0,3275.964,37.0,5.168
Utah,UT,2008-02-01,18.863599999999998,39.5258,29.1956,42.637,1318.0,130.545,0.0,1.36
Virginia,VA,2008-02-01,28.7978,50.5796,39.6878,72.211,1383.0,126.846,0.0,20.400000000000002
Vermont,VT,2008-02-01,10.542200000000001,29.5862,20.0642,153.581,0.0,0.027,0.0,0.136
Washington,WA,2008-02-01,27.8186,42.2726,35.0456,102.317,561.0,190.863,0.0,7.752000000000001
Wisconsin,WI,2008-02-01,1.7743999999999964,22.953200000000002,12.363799999999998,42.384,2060.0,155.385,35.0,7.752000000000001
West Virginia,WV,2008-02-01,23.9378,42.9854,33.4616,93.131,3381.0,8.478,0.0,3.672
Wyoming,WY,2008-02-01,11.7014,32.955799999999996,22.3286,25.766,2317.0,20.142,0.0,1.088
Alabama,AL,2008-03-01,40.645399999999995,68.369,54.5072,107.959,2985.0,276.237,0.0,4.08
Arkansas,AR,2008-03-01,39.6842,62.7602,51.2222,229.681,1139.0,97.254,0.0,2.72
Arizona,AZ,2008-03-01,36.010400000000004,66.9488,51.4796,1.605,1945.0,337.176,0.0,0.68
California,CA,2008-03-01,37.2146,62.564,49.8902,15.734,139.0,1924.506,59.0,7.48
Colorado,CO,2008-03-01,19.094,46.823,32.9576,26.878,1513.0,236.22299999999998,0.0,0.40800000000000003
Connecticut,CT,2008-03-01,26.5946,45.4136,36.005,139.843,193.0,91.233,0.0,22.712000000000003
Delaware,DE,2008-03-01,34.5488,54.775400000000005,44.6612,75.258,234.0,15.443999999999999,0.0,3.128
Florida,FL,2008-03-01,52.0628,75.85159999999999,63.9572,88.173,2083.0,1632.204,87.0,110.70400000000001
Georgia,GA,2008-03-01,40.6148,68.3186,54.4676,92.433,3151.0,112.374,22.0,11.152000000000001
Iowa,IA,2008-03-01,22.37,41.1854,31.7786,29.051,2230.0,41.499,3.0,2.8560000000000003
Idaho,ID,2008-03-01,19.481,40.685,30.083,60.744,14.0,38.367,0.0,0.0
Illinois,IL,2008-03-01,28.6322,47.3918,38.012,115.259,5014.0,87.318,0.0,2.992
Indiana,IN,2008-03-01,28.9958,46.8716,37.9328,170.606,4699.0,106.67699999999999,0.0,5.712000000000001
Kansas,KS,2008-03-01,28.3154,56.1272,42.2222,38.052,1781.0,24.219,5.0,0.8160000000000001
Kentucky,KY,2008-03-01,33.5822,55.0796,44.3318,172.031,3494.0,25.352999999999998,55.0,3.2640000000000002
Louisiana,LA,2008-03-01,47.9426,71.1086,59.5256,90.877,1250.0,984.825,73.0,1.496
Massachusetts,MA,2008-03-01,24.3338,42.7766,33.5552,141.091,344.0,315.468,0.0,45.016000000000005
Maryland,MD,2008-03-01,33.254599999999996,53.951,43.6028,80.432,1032.0,31.158,0.0,3.5360000000000005
Maine,ME,2008-03-01,11.017400000000002,33.1646,22.091,118.078,27.0,102.33,0.0,23.664
Michigan,MI,2008-03-01,15.9404,36.1904,26.0654,35.189,3057.0,264.114,8.0,11.288
Minnesota,MN,2008-03-01,11.919199999999996,32.6966,22.307000000000002,19.839,1636.0,90.018,4.0,2.584
Missouri,MO,2008-03-01,30.7796,53.9204,42.35,175.573,3426.0,77.841,0.0,1.36
Mississippi,MS,2008-03-01,42.9584,68.74340000000001,55.85,110.133,841.0,299.916,0.0,0.68
Montana,MT,2008-03-01,18.7682,42.8198,30.794,24.817,1150.0,2.322,24.0,0.136
North Carolina,NC,2008-03-01,37.6034,63.2192,50.4122,98.706,2701.0,31.671,0.0,12.920000000000002
North Dakota,ND,2008-03-01,14.050400000000003,37.013,25.5326,8.694,1982.0,0.0,0.0,3.9440000000000004
Nebraska,NE,2008-03-01,23.1818,49.6094,36.3956,21.861,1080.0,11.556,0.0,0.68
New Hampshire,NH,2008-03-01,15.9728,36.815,26.3948,130.535,140.0,126.117,0.0,2.3120000000000003
New Jersey,NJ,2008-03-01,30.8516,50.873,40.8632,107.083,377.0,373.194,0.0,12.24
New Mexico,NM,2008-03-01,28.1588,61.3868,44.772800000000004,5.289,932.0,137.511,0.0,1.9040000000000001
Nevada,NV,2008-03-01,26.15,52.6982,39.4232,9.698,267.0,355.455,0.0,0.272
New York,NY,2008-03-01,18.813200000000002,37.9958,28.4036,136.047,874.0,814.131,5.0,25.296000000000003
Ohio,OH,2008-03-01,27.514400000000002,44.2562,35.8862,169.533,4948.0,33.453,53.0,6.936000000000001
Oklahoma,OK,2008-03-01,35.5028,63.1562,49.3304,114.538,1680.0,494.937,0.0,1.496
Oregon,OR,2008-03-01,26.2418,46.5728,36.4082,93.765,235.0,336.069,0.0,0.136
Pennsylvania,PA,2008-03-01,24.7298,43.8656,34.2986,140.484,4627.0,264.951,3.0,13.872000000000002
Rhode Island,RI,2008-03-01,28.5926,45.8222,37.2074,147.988,0.0,96.822,0.0,0.40800000000000003
South Carolina,SC,2008-03-01,40.8416,67.4114,54.1256,90.367,1330.0,65.475,0.0,4.08
South Dakota,SD,2008-03-01,19.351399999999998,43.748599999999996,31.55,22.335,218.0,0.324,0.0,0.0
Tennessee,TN,2008-03-01,36.2516,59.7236,47.9876,167.709,2224.0,7.101,0.0,6.664000000000001
Texas,TX,2008-03-01,42.7946,71.9096,57.353,59.554,7143.0,3766.392,26.0,1.6320000000000001
Utah,UT,2008-03-01,24.1142,49.3106,36.7124,17.604,1471.0,117.369,0.0,0.9520000000000001
Virginia,VA,2008-03-01,33.4346,58.6688,46.0508,84.598,1267.0,65.313,0.0,4.216
Vermont,VT,2008-03-01,13.857799999999997,35.2562,24.557000000000002,126.922,0.0,0.0,0.0,0.136
Washington,WA,2008-03-01,28.1228,45.5072,36.815,105.903,560.0,183.168,0.0,5.712000000000001
Wisconsin,WI,2008-03-01,13.764199999999999,35.3354,24.549799999999998,27.547,1968.0,144.585,38.0,4.6240000000000006
West Virginia,WV,2008-03-01,29.3054,52.1078,40.7066,115.453,3366.0,7.614,0.0,2.72
Wyoming,WY,2008-03-01,16.457,39.6806,28.0688,33.24,2349.0,17.982,0.0,1.2240000000000002
Alabama,AL,2008-04-01,50.6246,74.2964,62.4596,117.748,2969.0,199.638,0.0,5.712000000000001
Arkansas,AR,2008-04-01,47.2406,69.5048,58.3718,211.273,976.0,75.87,0.0,1.2240000000000002
Arizona,AZ,2008-04-01,40.976600000000005,73.95259999999999,57.464600000000004,0.617,1806.0,563.814,0.0,0.8160000000000001
California,CA,2008-04-01,39.4718,67.8056,53.6396,9.009,142.0,2184.3269999999998,63.0,5.44
Colorado,CO,2008-04-01,24.7622,54.3614,39.5618,32.536,1339.0,207.63,0.0,0.68
Connecticut,CT,2008-04-01,38.2388,61.4948,49.8668,108.022,139.0,126.441,0.0,9.656
Delaware,DE,2008-04-01,45.7628,65.0138,55.3874,82.097,154.0,17.442,0.0,5.848000000000001
Florida,FL,2008-04-01,57.9596,80.67920000000001,69.3194,90.438,1874.0,1778.49,72.0,204.40800000000002
Georgia,GA,2008-04-01,50.7542,74.0426,62.3984,82.72,3189.0,109.161,24.0,8.704
Iowa,IA,2008-04-01,35.2922,55.4486,45.370400000000004,146.1,2149.0,16.362,6.0,1.7680000000000002
Idaho,ID,2008-04-01,22.6688,48.497,35.582,33.621,15.0,43.362,0.0,0.0
Illinois,IL,2008-04-01,41.0108,61.2716,51.1412,112.96,4363.0,76.977,0.0,2.992
Indiana,IN,2008-04-01,41.269999999999996,62.959999999999994,52.115,89.137,4679.0,83.646,0.0,3.9440000000000004
Kansas,KS,2008-04-01,36.6242,62.456,49.5392,74.005,1554.0,44.388,4.0,1.088
Kentucky,KY,2008-04-01,44.0006,66.8318,55.4162,141.455,2979.0,10.26,81.0,2.4480000000000004
Louisiana,LA,2008-04-01,55.6376,77.081,66.36019999999999,82.715,1106.0,881.766,70.0,3.5360000000000005
Massachusetts,MA,2008-04-01,35.7602,59.480599999999995,47.620400000000004,106.192,389.0,381.24,0.0,27.608
Maryland,MD,2008-04-01,44.8052,65.1686,54.986,121.132,709.0,22.733999999999998,0.0,2.04
Maine,ME,2008-04-01,30.1676,52.4912,41.3294,113.408,25.0,138.888,0.0,21.216
Michigan,MI,2008-04-01,34.0178,56.2532,45.1364,92.572,2955.0,145.665,8.0,4.6240000000000006
Minnesota,MN,2008-04-01,28.6772,49.0208,38.849000000000004,94.362,1441.0,38.043,2.0,3.128
Missouri,MO,2008-04-01,40.9406,62.51,51.7262,172.534,3344.0,47.088,0.0,1.36
Mississippi,MS,2008-04-01,51.2222,74.6942,62.958200000000005,149.028,710.0,230.175,0.0,0.40800000000000003
Montana,MT,2008-04-01,23.306,49.906400000000005,36.6062,26.835,1002.0,3.375,23.0,0.544
North Carolina,NC,2008-04-01,47.940799999999996,69.4472,58.694,130.12,2448.0,5.5889999999999995,0.0,11.424000000000001
North Dakota,ND,2008-04-01,25.7954,52.3688,39.083,15.282,1751.0,0.0,0.0,1.2240000000000002
Nebraska,NE,2008-04-01,30.6644,56.6474,43.655,76.351,1101.0,3.483,0.0,0.40800000000000003
New Hampshire,NH,2008-04-01,31.604,56.4494,44.0276,102.711,47.0,90.909,0.0,1.7680000000000002
New Jersey,NJ,2008-04-01,42.6092,63.541399999999996,53.0762,73.95,197.0,407.997,0.0,5.848000000000001
New Mexico,NM,2008-04-01,33.7406,68.8838,51.3122,4.279,1102.0,144.72,0.0,1.088
Nevada,NV,2008-04-01,29.3198,59.1818,44.2508,5.778,169.0,346.68,0.0,0.272
New York,NY,2008-04-01,35.9672,60.522800000000004,48.245000000000005,77.001,656.0,760.266,5.0,10.608
Ohio,OH,2008-04-01,41.7218,64.1354,52.9286,67.767,4573.0,25.65,51.0,4.896000000000001
Oklahoma,OK,2008-04-01,43.1474,70.3544,56.75,122.149,1388.0,552.582,0.0,1.088
Oregon,OR,2008-04-01,27.7898,51.998,39.894800000000004,55.494,192.0,320.355,0.0,0.272
Pennsylvania,PA,2008-04-01,38.8364,62.735,50.7866,82.069,4113.0,234.603,2.0,10.200000000000001
Rhode Island,RI,2008-04-01,39.297200000000004,59.4338,49.3664,114.064,0.0,149.742,0.0,0.272
South Carolina,SC,2008-04-01,49.519400000000005,73.2056,61.3634,83.861,1218.0,61.803,0.0,3.5360000000000005
South Dakota,SD,2008-04-01,28.0634,54.4532,41.2592,45.259,185.0,0.351,0.0,0.136
Tennessee,TN,2008-04-01,45.400999999999996,68.5796,56.9912,149.428,2181.0,4.104,0.0,8.16
Texas,TX,2008-04-01,50.2502,79.1474,64.6988,47.584,7823.0,3662.739,53.0,2.992
Utah,UT,2008-04-01,27.8726,56.233399999999996,42.053,11.581,1222.0,133.812,0.0,0.9520000000000001
Virginia,VA,2008-04-01,44.7278,66.49340000000001,55.610600000000005,146.77,1032.0,75.06,0.0,7.48
Vermont,VT,2008-04-01,32.7866,57.146,44.9672,90.868,0.0,0.027,0.0,0.136
Washington,WA,2008-04-01,29.6906,50.5832,40.135999999999996,56.994,352.0,241.677,0.0,4.896000000000001
Wisconsin,WI,2008-04-01,32.7776,52.321999999999996,42.5516,137.381,2120.0,77.05799999999999,35.0,4.896000000000001
West Virginia,WV,2008-04-01,41.8154,65.7878,53.8016,107.96,2709.0,6.21,0.0,4.216
Wyoming,WY,2008-04-01,21.2648,48.4142,34.8386,23.846,1970.0,16.254,0.0,0.9520000000000001
Alabama,AL,2008-05-01,58.6634,81.55760000000001,70.1114,120.478,3278.0,171.963,0.0,5.5760000000000005
Arkansas,AR,2008-05-01,57.407,78.6884,68.0468,112.538,1135.0,142.641,0.0,1.36
Arizona,AZ,2008-05-01,47.777,78.755,63.266000000000005,15.8,1856.0,511.245,0.0,1.36
California,CA,2008-05-01,47.321600000000004,74.246,60.7838,14.362,109.0,1805.679,48.0,2.584
Colorado,CO,2008-05-01,35.803399999999996,64.3928,50.0972,39.94,1509.0,183.816,0.0,1.496
Connecticut,CT,2008-05-01,44.3174,65.759,55.0382,66.569,165.0,155.169,0.0,9.112
Delaware,DE,2008-05-01,51.236599999999996,70.484,60.8612,142.043,159.0,14.337,0.0,2.04
Florida,FL,2008-05-01,64.9688,86.9954,75.9812,40.671,2523.0,2094.822,64.0,218.68800000000002
Georgia,GA,2008-05-01,58.433,82.12819999999999,70.28059999999999,69.403,3653.0,109.917,25.0,8.704
Iowa,IA,2008-05-01,45.6638,68.864,57.263,144.957,2106.0,11.745,4.0,1.2240000000000002
Idaho,ID,2008-05-01,35.4686,61.0718,48.2702,49.344,8.0,10.044,0.0,0.0
Illinois,IL,2008-05-01,48.0128,69.359,58.684999999999995,136.591,4061.0,60.345,0.0,3.4000000000000004
Indiana,IN,2008-05-01,47.3648,68.513,57.9398,143.82,4832.0,55.728,0.0,4.760000000000001
Kansas,KS,2008-05-01,49.425799999999995,75.6608,62.544200000000004,139.207,1490.0,44.199,3.0,1.7680000000000002
Kentucky,KY,2008-05-01,50.6498,73.19120000000001,61.9214,125.231,3037.0,9.666,89.0,1.7680000000000002
Louisiana,LA,2008-05-01,64.13,83.49080000000001,73.8104,152.529,1526.0,1161.648,60.0,7.344
Massachusetts,MA,2008-05-01,43.169,64.42699999999999,53.798,55.814,285.0,305.343,0.0,26.248
Maryland,MD,2008-05-01,49.5104,70.2554,59.883799999999994,166.963,650.0,29.97,0.0,6.12
Maine,ME,2008-05-01,38.8652,61.8044,50.3348,38.081,27.0,140.643,0.0,18.224
Michigan,MI,2008-05-01,38.9264,62.6666,50.797399999999996,62.98,2925.0,120.339,10.0,7.6160000000000005
Minnesota,MN,2008-05-01,39.2234,62.88440000000001,51.0548,72.838,1489.0,68.823,3.0,1.2240000000000002
Missouri,MO,2008-05-01,51.4868,73.23440000000001,62.3606,145.544,3563.0,32.967,0.0,1.2240000000000002
Mississippi,MS,2008-05-01,60.269,82.0202,71.1446,160.135,963.0,295.353,0.0,0.544
Montana,MT,2008-05-01,37.5782,60.178999999999995,48.8786,107.695,818.0,2.808,23.0,0.8160000000000001
North Carolina,NC,2008-05-01,53.5694,76.73,65.1506,77.537,2662.0,17.091,0.0,10.336
North Dakota,ND,2008-05-01,38.4314,63.89960000000001,51.1646,41.034,1768.0,0.0,0.0,2.4480000000000004
Nebraska,NE,2008-05-01,43.3274,68.5418,55.9346,153.135,1210.0,2.943,0.0,0.136
New Hampshire,NH,2008-05-01,39.371,63.329,51.35,25.398,86.0,90.99,0.0,0.272
New Jersey,NJ,2008-05-01,47.4908,68.3726,57.9308,112.634,194.0,332.316,0.0,7.208
New Mexico,NM,2008-05-01,43.4174,76.1486,59.783,26.059,1193.0,169.371,0.0,0.68
Nevada,NV,2008-05-01,38.8634,67.0046,52.934,23.692,207.0,372.303,0.0,0.40800000000000003
New York,NY,2008-05-01,39.9974,62.807,51.4022,56.215,678.0,794.7719999999999,4.0,15.232000000000001
Ohio,OH,2008-05-01,46.4702,67.5446,57.007400000000004,119.201,4622.0,7.344,55.0,4.760000000000001
Oklahoma,OK,2008-05-01,55.2218,80.4074,67.8146,121.339,1764.0,540.324,0.0,1.2240000000000002
Oregon,OR,2008-05-01,38.6726,63.338,51.0062,50.279,0.0,156.465,0.0,0.0
Pennsylvania,PA,2008-05-01,41.882000000000005,65.19919999999999,53.5406,105.907,3971.0,115.101,10.0,10.200000000000001
Rhode Island,RI,2008-05-01,46.0598,64.4342,55.247,57.957,0.0,97.929,0.0,0.272
South Carolina,SC,2008-05-01,56.9084,81.0572,68.9828,74.219,1497.0,61.695,0.0,3.128
South Dakota,SD,2008-05-01,41.2592,64.5602,52.9106,104.025,141.0,0.432,0.0,0.136
Tennessee,TN,2008-05-01,53.2616,76.1072,64.68440000000001,132.596,2526.0,3.375,0.0,6.392
Texas,TX,2008-05-01,60.8414,86.7812,73.81219999999999,60.425,8473.0,4444.254,53.0,2.992
